           x                  u
    0.6643356643E+00    0.5466990241E+02
    0.6653346653E+00    0.5470726955E+02
    0.6663336663E+00    0.5474456274E+02
    0.6673326673E+00    0.5478178161E+02
    0.6683316683E+00    0.5481892580E+02
    0.6693306693E+00    0.5485599493E+02
    0.6703296703E+00    0.5489298863E+02
    0.6713286713E+00    0.5492990653E+02
    0.6723276723E+00    0.5496674825E+02
    0.6733266733E+00    0.5500351343E+02
    0.6743256743E+00    0.5504020167E+02
    0.6753246753E+00    0.5507681261E+02
    0.6763236763E+00    0.5511334586E+02
    0.6773226773E+00    0.5514980105E+02
    0.6783216783E+00    0.5518617777E+02
    0.6793206793E+00    0.5522247566E+02
    0.6803196803E+00    0.5525869433E+02
    0.6813186813E+00    0.5529483338E+02
    0.6823176823E+00    0.5533089242E+02
    0.6833166833E+00    0.5536687107E+02
    0.6843156843E+00    0.5540276894E+02
    0.6853146853E+00    0.5543858561E+02
    0.6863136863E+00    0.5547432071E+02
    0.6873126873E+00    0.5550997383E+02
    0.6883116883E+00    0.5554554458E+02
    0.6893106893E+00    0.5558103255E+02
    0.6903096903E+00    0.5561643734E+02
    0.6913086913E+00    0.5565175854E+02
    0.6923076923E+00    0.5568699576E+02
    0.6933066933E+00    0.5572214858E+02
    0.6943056943E+00    0.5575721659E+02
    0.6953046953E+00    0.5579219939E+02
    0.6963036963E+00    0.5582709656E+02
    0.6973026973E+00    0.5586190770E+02
    0.6983016983E+00    0.5589663237E+02
    0.6993006993E+00    0.5593127018E+02
    0.7002997003E+00    0.5596582070E+02
    0.7012987013E+00    0.5600028350E+02
    0.7022977023E+00    0.5603465818E+02
    0.7032967033E+00    0.5606894431E+02
    0.7042957043E+00    0.5610314146E+02
    0.7052947053E+00    0.5613724920E+02
    0.7062937063E+00    0.5617126712E+02
    0.7072927073E+00    0.5620519478E+02
    0.7082917083E+00    0.5623903175E+02
    0.7092907093E+00    0.5627277760E+02
    0.7102897103E+00    0.5630643190E+02
    0.7112887113E+00    0.5633999421E+02
    0.7122877123E+00    0.5637346409E+02
    0.7132867133E+00    0.5640684111E+02
    0.7142857143E+00    0.5644012483E+02
    0.7152847153E+00    0.5647331480E+02
    0.7162837163E+00    0.5650641059E+02
    0.7172827173E+00    0.5653941175E+02
    0.7182817183E+00    0.5657231783E+02
    0.7192807193E+00    0.5660512839E+02
    0.7202797203E+00    0.5663784297E+02
    0.7212787213E+00    0.5667046114E+02
    0.7222777223E+00    0.5670298243E+02
    0.7232767233E+00    0.5673540639E+02
    0.7242757243E+00    0.5676773257E+02
    0.7252747253E+00    0.5679996051E+02
    0.7262737263E+00    0.5683208976E+02
    0.7272727273E+00    0.5686411985E+02
    0.7282717283E+00    0.5689605032E+02
    0.7292707293E+00    0.5692788072E+02
    0.7302697303E+00    0.5695961057E+02
    0.7312687313E+00    0.5699123941E+02
    0.7322677323E+00    0.5702276678E+02
    0.7332667333E+00    0.5705419221E+02
    0.7342657343E+00    0.5708551522E+02
    0.7352647353E+00    0.5711673534E+02
    0.7362637363E+00    0.5714785211E+02
    0.7372627373E+00    0.5717886505E+02
    0.7382617383E+00    0.5720977367E+02
    0.7392607393E+00    0.5724057752E+02
    0.7402597403E+00    0.5727127609E+02
    0.7412587413E+00    0.5730186892E+02
    0.7422577423E+00    0.5733235553E+02
    0.7432567433E+00    0.5736273542E+02
    0.7442557443E+00    0.5739300812E+02
    0.7452547453E+00    0.5742317313E+02
    0.7462537463E+00    0.5745322998E+02
    0.7472527473E+00    0.5748317816E+02
    0.7482517483E+00    0.5751301720E+02
    0.7492507493E+00    0.5754274659E+02
    0.7502497502E+00    0.5757236584E+02
    0.7512487512E+00    0.5760187447E+02
    0.7522477522E+00    0.5763127196E+02
    0.7532467532E+00    0.5766055783E+02
    0.7542457542E+00    0.5768973157E+02
    0.7552447552E+00    0.5771879269E+02
    0.7562437562E+00    0.5774774067E+02
    0.7572427572E+00    0.5777657502E+02
    0.7582417582E+00    0.5780529523E+02
    0.7592407592E+00    0.5783390079E+02
    0.7602397602E+00    0.5786239119E+02
    0.7612387612E+00    0.5789076593E+02
    0.7622377622E+00    0.5791902450E+02
    0.7632367632E+00    0.5794716637E+02
    0.7642357642E+00    0.5797519104E+02
    0.7652347652E+00    0.5800309799E+02
    0.7662337662E+00    0.5803088670E+02
    0.7672327672E+00    0.5805855666E+02
    0.7682317682E+00    0.5808610734E+02
    0.7692307692E+00    0.5811353822E+02
    0.7702297702E+00    0.5814084878E+02
    0.7712287712E+00    0.5816803850E+02
    0.7722277722E+00    0.5819510685E+02
    0.7732267732E+00    0.5822205330E+02
    0.7742257742E+00    0.5824887732E+02
    0.7752247752E+00    0.5827557839E+02
    0.7762237762E+00    0.5830215597E+02
    0.7772227772E+00    0.5832860953E+02
    0.7782217782E+00    0.5835493853E+02
    0.7792207792E+00    0.5838114244E+02
    0.7802197802E+00    0.5840722073E+02
    0.7812187812E+00    0.5843317285E+02
    0.7822177822E+00    0.5845899826E+02
    0.7832167832E+00    0.5848469643E+02
    0.7842157842E+00    0.5851026681E+02
    0.7852147852E+00    0.5853570885E+02
    0.7862137862E+00    0.5856102201E+02
    0.7872127872E+00    0.5858620574E+02
    0.7882117882E+00    0.5861125951E+02
    0.7892107892E+00    0.5863618274E+02
    0.7902097902E+00    0.5866097490E+02
    0.7912087912E+00    0.5868563544E+02
    0.7922077922E+00    0.5871016379E+02
    0.7932067932E+00    0.5873455940E+02
    0.7942057942E+00    0.5875882172E+02
    0.7952047952E+00    0.5878295020E+02
    0.7962037962E+00    0.5880694426E+02
    0.7972027972E+00    0.5883080335E+02
    0.7982017982E+00    0.5885452690E+02
    0.7992007992E+00    0.5887811437E+02
    0.8001998002E+00    0.5890156517E+02
    0.8011988012E+00    0.5892487874E+02
    0.8021978022E+00    0.5894805453E+02
    0.8031968032E+00    0.5897109195E+02
    0.8041958042E+00    0.5899399043E+02
    0.8051948052E+00    0.5901674942E+02
    0.8061938062E+00    0.5903936833E+02
    0.8071928072E+00    0.5906184659E+02
    0.8081918082E+00    0.5908418362E+02
    0.8091908092E+00    0.5910637885E+02
    0.8101898102E+00    0.5912843171E+02
    0.8111888112E+00    0.5915034160E+02
    0.8121878122E+00    0.5917210796E+02
    0.8131868132E+00    0.5919373019E+02
    0.8141858142E+00    0.5921520773E+02
    0.8151848152E+00    0.5923653997E+02
    0.8161838162E+00    0.5925772634E+02
    0.8171828172E+00    0.5927876625E+02
    0.8181818182E+00    0.5929965911E+02
    0.8191808192E+00    0.5932040434E+02
    0.8201798202E+00    0.5934100133E+02
    0.8211788212E+00    0.5936144951E+02
    0.8221778222E+00    0.5938174827E+02
    0.8231768232E+00    0.5940189702E+02
    0.8241758242E+00    0.5942189517E+02
    0.8251748252E+00    0.5944174211E+02
    0.8261738262E+00    0.5946143726E+02
    0.8271728272E+00    0.5948098000E+02
    0.8281718282E+00    0.5950036975E+02
    0.8291708292E+00    0.5951960590E+02
    0.8301698302E+00    0.5953868784E+02
    0.8311688312E+00    0.5955761497E+02
    0.8321678322E+00    0.5957638669E+02
    0.8331668332E+00    0.5959500238E+02
    0.8341658342E+00    0.5961346144E+02
    0.8351648352E+00    0.5963176327E+02
    0.8361638362E+00    0.5964990724E+02
    0.8371628372E+00    0.5966789275E+02
    0.8381618382E+00    0.5968571919E+02
    0.8391608392E+00    0.5970338594E+02
    0.8401598402E+00    0.5972089238E+02
    0.8411588412E+00    0.5973823790E+02
    0.8421578422E+00    0.5975542189E+02
    0.8431568432E+00    0.5977244372E+02
    0.8441558442E+00    0.5978930277E+02
    0.8451548452E+00    0.5980599842E+02
    0.8461538462E+00    0.5982253005E+02
    0.8471528472E+00    0.5983889703E+02
    0.8481518482E+00    0.5985509875E+02
    0.8491508492E+00    0.5987113457E+02
    0.8501498501E+00    0.5988700387E+02
    0.8511488511E+00    0.5990270602E+02
    0.8521478521E+00    0.5991824039E+02
    0.8531468531E+00    0.5993360635E+02
    0.8541458541E+00    0.5994880326E+02
    0.8551448551E+00    0.5996383051E+02
    0.8561438561E+00    0.5997868744E+02
    0.8571428571E+00    0.5999337344E+02
    0.8581418581E+00    0.6000788785E+02
    0.8591408591E+00    0.6002223005E+02
    0.8601398601E+00    0.6003639939E+02
    0.8611388611E+00    0.6005039524E+02
    0.8621378621E+00    0.6006421696E+02
    0.8631368631E+00    0.6007786390E+02
    0.8641358641E+00    0.6009133543E+02
    0.8651348651E+00    0.6010463089E+02
    0.8661338661E+00    0.6011774964E+02
    0.8671328671E+00    0.6013069105E+02
    0.8681318681E+00    0.6014345445E+02
    0.8691308691E+00    0.6015603921E+02
    0.8701298701E+00    0.6016844467E+02
    0.8711288711E+00    0.6018067019E+02
    0.8721278721E+00    0.6019271511E+02
    0.8731268731E+00    0.6020457878E+02
    0.8741258741E+00    0.6021626055E+02
    0.8751248751E+00    0.6022775976E+02
    0.8761238761E+00    0.6023907576E+02
    0.8771228771E+00    0.6025020789E+02
    0.8781218781E+00    0.6026115550E+02
    0.8791208791E+00    0.6027191793E+02
    0.8801198801E+00    0.6028249451E+02
    0.8811188811E+00    0.6029288460E+02
    0.8821178821E+00    0.6030308751E+02
    0.8831168831E+00    0.6031310261E+02
    0.8841158841E+00    0.6032292921E+02
    0.8851148851E+00    0.6033256666E+02
    0.8861138861E+00    0.6034201430E+02
    0.8871128871E+00    0.6035127144E+02
    0.8881118881E+00    0.6036033744E+02
    0.8891108891E+00    0.6036921162E+02
    0.8901098901E+00    0.6037789331E+02
    0.8911088911E+00    0.6038638185E+02
    0.8921078921E+00    0.6039467655E+02
    0.8931068931E+00    0.6040277676E+02
    0.8941058941E+00    0.6041068179E+02
    0.8951048951E+00    0.6041839097E+02
    0.8961038961E+00    0.6042590364E+02
    0.8971028971E+00    0.6043321910E+02
    0.8981018981E+00    0.6044033670E+02
    0.8991008991E+00    0.6044725574E+02
    0.9000999001E+00    0.6045397556E+02
    0.9010989011E+00    0.6046049547E+02
    0.9020979021E+00    0.6046681479E+02
    0.9030969031E+00    0.6047293285E+02
    0.9040959041E+00    0.6047884895E+02
    0.9050949051E+00    0.6048456243E+02
    0.9060939061E+00    0.6049007258E+02
    0.9070929071E+00    0.6049537874E+02
    0.9080919081E+00    0.6050048022E+02
    0.9090909091E+00    0.6050537632E+02
    0.9100899101E+00    0.6051006637E+02
    0.9110889111E+00    0.6051454967E+02
    0.9120879121E+00    0.6051882553E+02
    0.9130869131E+00    0.6052289328E+02
    0.9140859141E+00    0.6052675221E+02
    0.9150849151E+00    0.6053040164E+02
    0.9160839161E+00    0.6053384088E+02
    0.9170829171E+00    0.6053706923E+02
    0.9180819181E+00    0.6054008599E+02
    0.9190809191E+00    0.6054289049E+02
    0.9200799201E+00    0.6054548201E+02
    0.9210789211E+00    0.6054785986E+02
    0.9220779221E+00    0.6055002336E+02
    0.9230769231E+00    0.6055197180E+02
    0.9240759241E+00    0.6055370448E+02
    0.9250749251E+00    0.6055522070E+02
    0.9260739261E+00    0.6055651978E+02
    0.9270729271E+00    0.6055760099E+02
    0.9280719281E+00    0.6055846365E+02
    0.9290709291E+00    0.6055910706E+02
    0.9300699301E+00    0.6055953050E+02
    0.9310689311E+00    0.6055973328E+02
    0.9320679321E+00    0.6055971470E+02
    0.9330669331E+00    0.6055947405E+02
    0.9340659341E+00    0.6055901062E+02
    0.9350649351E+00    0.6055832370E+02
    0.9360639361E+00    0.6055741260E+02
    0.9370629371E+00    0.6055627661E+02
    0.9380619381E+00    0.6055491501E+02
    0.9390609391E+00    0.6055332710E+02
    0.9400599401E+00    0.6055151217E+02
    0.9410589411E+00    0.6054946951E+02
    0.9420579421E+00    0.6054719841E+02
    0.9430569431E+00    0.6054469816E+02
    0.9440559441E+00    0.6054196804E+02
    0.9450549451E+00    0.6053900734E+02
    0.9460539461E+00    0.6053581536E+02
    0.9470529471E+00    0.6053239137E+02
    0.9480519481E+00    0.6052873467E+02
    0.9490509491E+00    0.6052484453E+02
    0.9500499500E+00    0.6052072025E+02
    0.9510489510E+00    0.6051636110E+02
    0.9520479520E+00    0.6051176638E+02
    0.9530469530E+00    0.6050693535E+02
    0.9540459540E+00    0.6050186731E+02
    0.9550449550E+00    0.6049656153E+02
    0.9560439560E+00    0.6049101731E+02
    0.9570429570E+00    0.6048523391E+02
    0.9580419580E+00    0.6047921062E+02
    0.9590409590E+00    0.6047294671E+02
    0.9600399600E+00    0.6046644147E+02
    0.9610389610E+00    0.6045969418E+02
    0.9620379620E+00    0.6045270411E+02
    0.9630369630E+00    0.6044547053E+02
    0.9640359640E+00    0.6043799274E+02
    0.9650349650E+00    0.6043026999E+02
    0.9660339660E+00    0.6042230158E+02
    0.9670329670E+00    0.6041408677E+02
    0.9680319680E+00    0.6040562483E+02
    0.9690309690E+00    0.6039691505E+02
    0.9700299700E+00    0.6038795670E+02
    0.9710289710E+00    0.6037874904E+02
    0.9720279720E+00    0.6036929136E+02
    0.9730269730E+00    0.6035958293E+02
    0.9740259740E+00    0.6034962301E+02
    0.9750249750E+00    0.6033941088E+02
    0.9760239760E+00    0.6032894581E+02
    0.9770229770E+00    0.6031822707E+02
    0.9780219780E+00    0.6030725393E+02
    0.9790209790E+00    0.6029602566E+02
    0.9800199800E+00    0.6028454154E+02
    0.9810189810E+00    0.6027280082E+02
    0.9820179820E+00    0.6026080278E+02
    0.9830169830E+00    0.6024854668E+02
    0.9840159840E+00    0.6023603180E+02
    0.9850149850E+00    0.6022325741E+02
    0.9860139860E+00    0.6021022276E+02
    0.9870129870E+00    0.6019692712E+02
    0.9880119880E+00    0.6018336977E+02
    0.9890109890E+00    0.6016954996E+02
    0.9900099900E+00    0.6015546697E+02
    0.9910089910E+00    0.6014112006E+02
    0.9920079920E+00    0.6012650849E+02
    0.9930069930E+00    0.6011163153E+02
    0.9940059940E+00    0.6009648844E+02
    0.9950049950E+00    0.6008107849E+02
    0.9960039960E+00    0.6006540094E+02
    0.9970029970E+00    0.6004945505E+02
    0.9980019980E+00    0.6003324009E+02
    0.9990009990E+00    0.6001675532E+02
    0.1000000000E+01    0.6000000000E+02
